STUDY_ID;MODEL_TYPE;CELL;CANCER_DISEASE;SITE;T0_cells;BASELINE_mL;AGE;SEX_1_female;BACKGROUND;STRAIN;EUTHANIZED;tf_days;N_mice;BASELINE_days;BASELINE_differential;FIG;HR;HR_LB;HR_UB;MedS;MedSD;MeanS;MeanSD;TREATMENT_1;TREATMENT_2;TREATMENT_3;TREATMENT_4;TREAT_START_1;TREAT_START_2;TREAT_START_3;TREAT_START_4;FREQ_1;FREQ_2;FREQ_3;FREQ_4;DOSE_1;DOSE_2;DOSE_3;DOSE_4;AGENT_1;AGENT_2;AGENT_3;AGENT_4;ROUTE_1;ROUTE_2;ROUTE_3;ROUTE_4;SIGNIFICANT
Ma_2016;SyMM;CT26;Colon cancer;IP;0,05;NA;YOUNG;0;BALB/c;WT;ND;90;5;3;0;1a;;;;;;;;antiCTLA4;IL18;NA;NA;0;0;0;0;Q4Dx4;Q4Dx4;NA;NA;5;0,1;0;0;UC10-4F10-11;GSK PLC;;NA;IP;IP;;NA;ND
Ma_2016;SyMM;CT26;Colon cancer;IP;0,05;NA;YOUNG;0;BALB/c;WT;ND;90;5;3;0;1a;;;;;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q4Dx4;NA;NA;NA;10;0;0;0;10F.9G2;;;NA;IP;;;NA;ND
Ma_2016;SyMM;CT26;Colon cancer;IP;0,05;NA;YOUNG;0;BALB/c;WT;ND;90;5;3;0;1a;;;;;;;;antiPDL1;IL18;NA;NA;0;0;0;0;Q4Dx4;Q4Dx4;NA;NA;10;0,1;0;0;10F.9G2;GSK PLC;;NA;IP;IP;;NA;ND
Ma_2016;SyMM;CT26;Colon cancer;IP;0,05;NA;YOUNG;0;BALB/c;WT;ND;90;5;7;0;1b;;;;;;;;IL18;NA;NA;NA;0;0;0;0;Q4Dx4;NA;NA;NA;0,1;0;0;0;GSK PLC;;;NA;IP;;;NA;ND
Ma_2016;SyMM;CT26;Colon cancer;IP;0,05;NA;YOUNG;0;BALB/c;WT;ND;90;5;7;0;1b;;;;;;;;antiCTLA4;IL18;NA;NA;0;0;0;0;Q4Dx4;Q4Dx4;NA;NA;5;0,1;0;0;UC10-4F10-11;GSK PLC;;NA;IP;IP;;NA;ND
Ma_2016;SyMM;CT26;Colon cancer;IP;0,05;NA;YOUNG;0;BALB/c;WT;ND;90;5;7;0;1b;;;;;;;;antiPDL1;IL18;NA;NA;0;0;0;0;Q4Dx4;Q4Dx4;NA;NA;10;0,1;0;0;10F.9G2;GSK PLC;;NA;IP;IP;;NA;ND
Ma_2016;SyMM;CT26;Colon cancer;IP;0,05;NA;YOUNG;0;BALB/c;WT;ND;90;5;7;0;1b;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Ma_2016;SyMM;CT26;Colon cancer;IP;0,05;NA;YOUNG;0;BALB/c;WT;ND;90;5;7;0;1c;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Ma_2016;SyMM;CT26;Colon cancer;IP;0,05;NA;YOUNG;0;BALB/c;WT;ND;90;5;7;0;1c;;;;;;;;antiCTLA4;antiPDL1;NA;NA;0;0;0;0;Q4Dx4;Q4Dx4;NA;NA;5;10;0;0;UC10-4F10-11;10F.9G2;;NA;IP;IP;;NA;NA
Ma_2016;SyMM;CT26;Colon cancer;IP;0,05;NA;YOUNG;0;BALB/c;WT;ND;90;5;7;0;1c;;;;;;;;antiCTLA4;antiPDL1;IL18;NA;0;0;0;0;Q4Dx4;Q4Dx4;Q4Dx4;NA;5;10;0,1;0;UC10-4F10-11;10F.9G2;GSK PLC;NA;IP;IP;IP;NA;ND
Ma_2016;SyMM;CT26;Colon cancer;IP;0,05;NA;YOUNG;0;BALB/c;WT;ND;90;5;7;0;1c;;;;;;;;antiCTLA4;antiPDL1;NA;NA;0;0;0;0;Q4Dx4;Q4Dx4;NA;NA;5;10;0;0;UC10-4F10-11;10F.9G2;;NA;IP;IP;;NA;ND
Ma_2016;SyMM;CT26;Colon cancer;IP;0,05;NA;YOUNG;0;BALB/c;WT;ND;90;5;7;0;1c;;;;;;;;antiCTLA4;antiPDL1;IL18;NA;0;0;0;0;Q4Dx4;Q4Dx4;Q4Dx4;NA;5;10;0,1;0;UC10-4F10-11;10F.9G2;GSK PLC;NA;IP;IP;IP;NA;ND
Ma_2016;SyMM;CT26;Colon cancer;IP;0,05;NA;YOUNG;0;BALB/c;WT;ND;90;5;10;0;1d;;;;;;;;antiCTLA4;antiPDL1;NA;NA;0;0;0;0;Q4Dx4;Q4Dx4;NA;NA;5;10;0;0;UC10-4F10-11;10F.9G2;;NA;IP;IP;;NA;ND
Ma_2016;SyMM;CT26;Colon cancer;IP;0,05;NA;YOUNG;0;BALB/c;WT;ND;90;5;10;0;1d;;;;;;;;antiCTLA4;antiPDL1;IL18;;0;0;0;0;Q4Dx4;Q4Dx4;Q4Dx4;NA;5;10;0,1;0;UC10-4F10-11;10F.9G2;GSK PLC;NA;IP;IP;IP;NA;ND
Maisel_2018;SyMM;TTJ;Lung cancer;IV;1;NA;YOUNG;ND;C57BL/6;WT;Weight;100;10;10;0;5a;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Maisel_2018;SyMM;TTJ;Lung cancer;IV;1;NA;YOUNG;ND;C57BL/6;WT;Weight;100;20;10;0;5a;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx4;NA;NA;NA;15;0;0;0;RMP1-14;;;NA;IP;;;NA;1
Manlove_2016;SyMM;BCRABL;Acute lymphoblastic leukemia;IV;0,0025;NA;ND;ND;C57BL/6;WT;Moribund;80;10;7;0;2a;;;;18;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Manlove_2016;SyMM;BCRABL;Acute lymphoblastic leukemia;IV;0,0025;NA;ND;ND;C57BL/6;WT;Moribund;80;9;7;0;2a;;;;21;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q2Dx9;NA;NA;NA;5;0;0;0;ND;;;NA;IP;;;NA;1
Manlove_2016;SyMM;BCRABL;Acute lymphoblastic leukemia;IV;0,0025;NA;ND;ND;C57BL/6;WT;Moribund;80;10;7;0;2b;;;;17;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;5;0;0;0;ND;;;NA;IP;;;NA;NA
Manlove_2016;SyMM;BCRABL;Acute lymphoblastic leukemia;IV;0,0025;NA;ND;ND;C57BL/6;WT;Moribund;80;10;7;0;2b;;;;19;;;;antiCTLA4;NA;NA;NA;0;0;0;0;Q2Dx18;NA;NA;NA;5;0;0;0;ND;;;NA;IP;;;NA;1
Manlove_2016;SyMM;BCRABL;Acute lymphoblastic leukemia;IV;0,0025;NA;ND;ND;C57BL/6;WT;Moribund;80;10;7;0;2c;;;;20;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;5;0;0;0;ND;;;NA;IP;;;NA;NA
Manlove_2016;SyMM;BCRABL;Acute lymphoblastic leukemia;IV;0,0025;NA;ND;ND;C57BL/6;WT;Moribund;80;20;7;0;2c;;;;24;;;;antiCTLA4;antiPDL1;NA;NA;0;0;0;0;Q2Dx15;Q2Dx15;NA;NA;5;5;0;0;ND;ND;;NA;IP;IP;;NA;1
Manlove_2016;SyMM;BCRABL;Acute lymphoblastic leukemia;IV;0,0025;NA;ND;ND;C57BL/6;WT;Moribund;80;10;7;0;2d;;;;20;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;5;0;0;0;ND;;;NA;IP;;;NA;NA
Manlove_2016;SyMM;BCRABL;Acute lymphoblastic leukemia;IV;0,0025;NA;ND;ND;C57BL/6;WT;Moribund;80;20;7;0;2d;;;;21;;;;antiCD40;NA;NA;NA;0;0;0;0;Q2Dx12;NA;NA;NA;10;0;0;0;ND;;;NA;IP;;;NA;1
Marciscano_2018;SyMM;MC38OVA;Colon cancer;SC;1,5;0,3;YOUNG;1;C57BL/6;WT;ND;90;14;10;0;5ci;;;;21,5;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Marciscano_2018;SyMM;MC38OVA;Colon cancer;SC;1,5;0,3;YOUNG;1;C57BL/6;WT;ND;90;14;11;0;5ci;;;;41;;;;RT;NA;NA;NA;0;0;0;0;SD;NA;NA;NA;12;0;0;0;SARRP;;;NA;IT;;;NA;1
Marciscano_2018;SyMM;MC38OVA;Colon cancer;SC;1,5;0,3;YOUNG;1;C57BL/6;WT;ND;90;14;11;0;5ci;;;;25;;;;RT;RT;NA;NA;0;0;0;0;SD;SD;NA;NA;12;12;0;0;SARRP;SARRP;;NA;IT;LN;;NA;1
Marciscano_2018;SyMM;MC38OVA;Colon cancer;SC;1,5;0,3;YOUNG;1;C57BL/6;WT;ND;90;14;10;0;5cii;;;;25;;;;antiPD1;NA;NA;NA;0;0;0;0;Q2Dx3;NA;NA;NA;10;0;0;0;4H2;;;NA;IP;;;NA;1
Marciscano_2018;SyMM;MC38OVA;Colon cancer;SC;1,5;0,3;YOUNG;1;C57BL/6;WT;ND;90;14;10;0;5cii;;;;46;;;;antiPD1;RT;NA;NA;0;1;0;0;Q2Dx3;SD;NA;NA;10;12;0;0;4H2;SARRP;;NA;IP;IT;;NA;1
Marciscano_2018;SyMM;MC38OVA;Colon cancer;SC;1,5;0,3;YOUNG;1;C57BL/6;WT;ND;90;14;10;0;5cii;;;;45;;;;antiPD1;RT;RT;NA;0;1;1;0;Q2Dx3;SD;SD;NA;10;12;12;0;4H2;SARRP;SARRP;NA;IP;IT;LN;NA;1
Marciscano_2018;SyMM;MC38OVA;Colon cancer;SC;1,5;0,3;YOUNG;1;C57BL/6;WT;ND;90;14;10;0;5ciii;;;;28,6;;;;antiCTLA4;NA;NA;NA;0;0;0;0;Q2Dx3;NA;NA;NA;10;0;0;0;9D9;;;NA;IP;;;NA;1
Marciscano_2018;SyMM;MC38OVA;Colon cancer;SC;1,5;0,3;YOUNG;1;C57BL/6;WT;ND;90;14;10;0;5ciii;;;;85,7;;;;antiCTLA4;RT;NA;NA;0;1;0;0;Q2Dx3;SD;NA;NA;10;12;0;0;9D9;SARRP;;NA;IP;IT;;NA;1
Marciscano_2018;SyMM;MC38OVA;Colon cancer;SC;1,5;0,3;YOUNG;1;C57BL/6;WT;ND;90;14;10;0;5ciii;;;;42,9;;;;antiCTLA4;RT;RT;NA;0;1;1;0;Q2Dx3;SD;SD;NA;10;12;12;0;9D9;SARRP;SARRP;NA;IP;IT;LN;NA;1
Markowitz_2018;SyMM;HKP1;Lung cancer;IV;0,15;ND;YOUNG;1;C57BL/6;WT;ND;50;20;6;0;4a;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Markowitz_2018;SyMM;HKP1;Lung cancer;IV;0,15;ND;YOUNG;1;C57BL/6;WT;ND;50;20;6;0;4a;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q4Dx4;NA;NA;NA;12,5;0;0;0;RMP1-14;;;NA;IP;;;NA;1
Mathios_2015;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;90;5;7;0;2bi;;;;16;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Mathios_2015;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;90;10;7;0;2bii;;;;23;;;;ALT803;NA;NA;NA;0;0;0;0;Q3Dx4;NA;NA;NA;0,25;0;0;0;ALT803;;;NA;IP;;;NA;1
Mathios_2015;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;90;10;10;0;2bi;;;;19;;;;ALT803;NA;NA;NA;0;0;0;0;Q2Dx3;NA;NA;NA;0,25;0;0;0;ALT803;;;NA;IP;;;NA;1
Mathios_2015;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;90;10;10;0;2bi;;;;25,5;;;;antiPD1;NA;NA;NA;0;0;0;0;Q2Dx3;NA;NA;NA;10;0;0;0;G4;;;NA;IP;;;NA;1
Mathios_2015;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;90;10;10;0;2bi;;;;26;;;;ALT803;antiPD1;NA;NA;0;0;0;0;Q2Dx3;Q2Dx3;NA;NA;0,25;10;0;0;ALT803;G4;;NA;IP;;;NA;1
Mathios_2015;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;90;10;7;0;2bii;;;;28,5;;;;ALT803;antiPD1;NA;NA;0;0;0;0;Q3Dx4;Q2Dx3;NA;NA;0,25;10;0;0;ALT803;G4;;NA;IP;;;NA;1
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;20;7;0;2b;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;8;14;0;2b;;;;;;;;EP;NA;NA;NA;0;0;0;0;SD;NA;NA;NA;1;0;0;0;Empty polymer;;;NA;IC;;;NA;0
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;22;10;0;2b;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q2Dx3;NA;NA;NA;10;0;0;0;G4;;;NA;IP;;;NA;1
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;18;14;0;2b;;;;;;;;lCarmustine;NA;NA;NA;0;0;0;0;SD;NA;NA;NA;30;0;0;0;BCNU-polymer;;;NA;IC;;;NA;1
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;21;14;0;2b;;;;;;;;Carmustine;NA;NA;NA;0;0;0;0;Q2Dx6;NA;NA;NA;30;0;0;0;BCNU;;;NA;IP;;;NA;1
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;19;10;0;2b;;;;;;;;antiPD1;Carmustine;NA;NA;0;4;0;0;Q2Dx3;Q2Dx6;NA;NA;10;30;0;0;G4;BCNU;;NA;IP;IP;;NA;1
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;21;10;0;2b;;;;;;;;antiPD1;lCarmustine;NA;NA;0;4;0;0;Q2Dx3;SD;NA;NA;10;30;0;0;G4;BCNU-polymer;;NA;IP;IC;;NA;1
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;15;10;0;2c;;;;;;;;antiPD1;Carmustine;NA;NA;0;4;0;0;Q2Dx3;Q2Dx6;NA;NA;10;30;0;0;G4;BCNU;;NA;IP;IP;;NA;1
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;15;10;0;2c;;;;;;;;antiPD1;lCarmustine;NA;NA;0;4;0;0;Q2Dx3;SD;NA;NA;10;30;0;0;G4;BCNU-polymer;;NA;IP;IC;;NA;1
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;5;14;0;2c;;;;;;;;EP;NA;NA;NA;0;0;0;0;SD;NA;NA;NA;1;0;0;0;EP;;;NA;IC;;;NA;NA
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;20;10;0;2e;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;15;10;0;2e;;;;;;;;EP;NA;NA;NA;0;0;0;0;SD;NA;NA;NA;1;0;0;0;EP;;;NA;IC;;;NA;0
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;15;10;0;2e;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q2Dx3;NA;NA;NA;10;0;0;0;G4;;;NA;IP;;;NA;1
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;25;10;0;2e;;;;;;;;lTemozolomide;NA;NA;NA;0;0;0;0;SD;NA;NA;NA;66;0;0;0;Temozolomide-polymer;;;NA;IC;;;NA;1
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;25;10;0;2e;;;;;;;;Temozolomide;NA;NA;NA;0;0;0;0;Q2Dx6;NA;NA;NA;66;0;0;0;Temozolomide;;;NA;IP;;;NA;1
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;25;10;0;2e;;;;;;;;antiPD1;Temozolomide;NA;NA;0;0;0;0;Q2Dx3;Q2Dx6;NA;NA;10;66;0;0;G4;TMZ;;NA;IP;IP;;NA;1
Mathios_2016;SyMM;GL261luc;Glioblastoma;OT;0,13;ND;YOUNG;1;C57BL/6;WT;OTHER;100;25;10;0;2e;;;;;;;;antiPD1;lTemozolomide;NA;NA;0;0;0;0;Q2Dx3;SD;NA;NA;10;66;0;0;G4;Temozolomide-polymer;;NA;IP;IC;;NA;1
McKee_2017;GEMM;Emumyc;Non-Hodgkin Lymphoma;OT;1,00E-03;ND;YOUNG;2;C57BL/6;Emu-c-myc;OTHER;350;35;28;0;1b;;;;135,1;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
McKee_2017;GEMM;Emumyc;Non-Hodgkin Lymphoma;OT;1,00E-03;ND;YOUNG;2;C57BL/6;Emu-c-myc;OTHER;350;15;28;0;1b;;;;155,4;;;;alphaGalCerVacc;NA;NA;NA;0;0;0;0;Q35Dx2;NA;NA;NA;0,5;0;0;0;irrEmumyc-alpha-GalCer;;;NA;IV;;;NA;0
McKee_2017;GEMM;Emumyc;Non-Hodgkin Lymphoma;OT;1,00E-03;ND;YOUNG;2;C57BL/6;Emu-c-myc;OTHER;350;10;28;0;1b;;;;NR;;;;anti41BB;NA;NA;NA;0;0;0;0;2Q4WxQ7Dx3;NA;NA;NA;5;0;0;0;3H3;;;NA;IP;;;NA;1
McKee_2017;GEMM;Emumyc;Non-Hodgkin Lymphoma;OT;1,00E-03;ND;YOUNG;2;C57BL/6;Emu-c-myc;OTHER;350;10;28;0;1b;;;;NR;;;;anti41BB;alphaGalCerVacc;NA;NA;0;0;0;0;2Q4WxQ7Dx3;Q35Dx2;NA;NA;5;0,5;0;0;3H3;irrEmumyc-alpha-GalCer;;NA;IP;IV;;NA;1
McKee_2017;GEMM;Emumyc;Non-Hodgkin Lymphoma;OT;1,00E-03;ND;YOUNG;2;C57BL/6;Emu-c-myc;OTHER;350;45;28;0;3b;;;;135,1;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;;;NA;NA;;;NA;NA
McKee_2017;GEMM;Emumyc;Non-Hodgkin Lymphoma;OT;1,00E-03;ND;YOUNG;2;C57BL/6;Emu-c-myc;OTHER;350;10;28;0;3b;;;;NR;;;;anti41BB;NA;NA;NA;0;0;0;0;2Q4WxQ7Dx3;NA;NA;NA;5;0;0;0;3H3;;;NA;IP;;;NA;1
McKee_2017;GEMM;Emumyc;Non-Hodgkin Lymphoma;OT;1,00E-03;ND;YOUNG;2;C57BL/6;Emu-c-myc;OTHER;350;10;28;0;3b;;;;128,1;;;;antiPD1;NA;NA;NA;0;0;0;0;2Q4WxQ7Dx3;NA;NA;NA;10;0;0;0;RMP1-14;;;NA;IP;;;NA;0
McKee_2017;GEMM;Emumyc;Non-Hodgkin Lymphoma;OT;1,00E-03;ND;YOUNG;2;C57BL/6;Emu-c-myc;OTHER;350;10;28;0;3b;;;;;;;;anti41BB;antiPD1;NA;NA;0;0;0;0;2Q4WxQ7Dx3;2Q4WxQ7Dx3;NA;NA;5;10;0;0;3H3;RMP1-14;;NA;IP;;;NA;0
Meder_2018;GEMM;SCLC;Lung cancer;OT;1,00E-03;ND;ADULT;2;C57BL/6JxFVB/NJx129/Sv;Rb1-/-Tp53-/-;ND;70;12;154;154;1b;;;;175;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;;;;NA;;;;NA;NA
Meder_2018;GEMM;SCLC;Lung cancer;OT;1,00E-03;ND;ADULT;2;C57BL/6JxFVB/NJx129/Sv;Rb1-/-Tp53-/-;ND;70;10;154;154;1b;0,530503979;0,166195779;1,692620176;175;;;;antiVEGF;NA;NA;NA;0;0;0;0;Q3Dx20;NA;NA;NA;5;0;0;0;B20-4.1.1-PHAGE;;;NA;IV;;;NA;0
Meder_2018;GEMM;SCLC;Lung cancer;OT;1,00E-03;ND;ADULT;2;C57BL/6JxFVB/NJx129/Sv;Rb1-/-Tp53-/-;ND;70;14;154;154;1b;0,206696982;0,066934404;0,638162093;182;;;;antiPDL1;NA;NA;NA;0;0;0;0;Q3Dx20;NA;NA;NA;5;0;0;0;6E11;;;NA;IP;;;NA;1
Meder_2018;GEMM;SCLC;Lung cancer;OT;1,00E-03;ND;ADULT;2;C57BL/6JxFVB/NJx129/Sv;Rb1-/-Tp53-/-;ND;70;13;154;154;1b;0,043459365;0,012026458;0,157084511;196;;;;antiPDL1;antiVEGF;NA;NA;0;0;0;0;Q3Dx20;Q3Dx20;NA;NA;5;5;0;0;6E11;B20-4.1.1-PHAGE;;NA;IP;IV;;NA;1
Meraz_2018;SyMM;344SQluc;Lung cancer;IV;0,1;ND;YOUNG;1;129/Sv;WT;OTHER;26;10;5;0;5ci;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;;;;NA;;;;NA;NA
Meraz_2018;SyMM;344SQluc;Lung cancer;IV;0,1;ND;YOUNG;1;129/Sv;WT;OTHER;26;10;5;0;5ci;;;;;;;;TUSC2;NA;NA;NA;0;0;0;0;Q3Dx3;NA;NA;NA;0,75;0;0;0;TUSC2;;;NA;IV;;;NA;1
Meraz_2018;SyMM;344SQluc;Lung cancer;IV;0,1;ND;YOUNG;1;129/Sv;WT;OTHER;26;10;5;0;5ci;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q4Dx3;NA;NA;NA;12,5;0;0;0;RMP1-14;;;NA;IP;;;NA;0
Meraz_2018;SyMM;344SQluc;Lung cancer;IV;0,1;ND;YOUNG;1;129/Sv;WT;OTHER;26;10;5;0;5ci;;;;;;;;antiPD1;TUSC2;NA;NA;0;0;0;0;Q4Dx3;Q3Dx3;NA;NA;12,5;0,75;0;0;RMP1-14;TUSC2;;NA;IP;IV;;NA;1
Meraz_2018;SyMM;344SQluc;Lung cancer;IV;0,1;ND;YOUNG;1;129/Sv;WT;OTHER;26;10;5;0;5cii;;;;;;;;antiCTLA4;antiPD1;NA;NA;1;0;0;0;Q3Dx3;Q4Dx3;NA;NA;5;12,5;0;0;9D9;RMP1-14;;NA;IP;IP;;NA;1
Meraz_2018;SyMM;344SQluc;Lung cancer;IV;0,1;ND;YOUNG;1;129/Sv;WT;OTHER;26;10;5;0;5cii;;;;;;;;antiCTLA4;antiPD1;TUSC2;NA;1;0;0;0;Q3Dx3;Q4Dx3;Q3Dx3;NA;5;12,5;0,75;0;9D9;RMP1-14;TUSC2;NA;IP;IP;IV;NA;1
Messenheimer_2017;SyMM;MMTVPyMT;Breast cancer;OT;1;0,020539596;YOUNG;1;FVB/NJ;WT;>1;150;18;7;0;6e;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Messenheimer_2017;SyMM;MMTVPyMT;Breast cancer;OT;1;0,020539596;YOUNG;1;FVB/NJ;WT;>1;150;18;7;0;6e;;;;;;;;antiOX40;antiPD1;NA;NA;0;6;0;0;Q2Dx3;Q2Dx3;NA;NA;5;12,5;0;0;OX-86;G4;NA;NA;IP;IP;NA;NA;1
Messenheimer_2017;SyMM;MMTVPyMT;Breast cancer;OT;1;0,020539596;YOUNG;1;FVB/NJ;WT;>150mm2;150;10;7;0;1f;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
Messenheimer_2017;SyMM;MMTVPyMT;Breast cancer;OT;1;0,020539596;YOUNG;1;FVB/NJ;WT;>150mm2;150;12;7;0;1f;;;;;;;;antiOX40;NA;NA;NA;0;0;0;0;Q2Dx3;NA;NA;NA;5;0;0;0;OX-86;NA;NA;NA;IP;NA;NA;NA;1
Messenheimer_2017;SyMM;MMTVPyMT;Breast cancer;OT;1;0,020539596;YOUNG;1;FVB/NJ;WT;>150mm2;150;10;7;0;1f;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q2Dx3;NA;NA;NA;12,5;0;0;0;G4;NA;NA;NA;IP;NA;NA;NA;0
Messenheimer_2017;SyMM;MMTVPyMT;Breast cancer;OT;1;0,020539596;YOUNG;1;FVB/NJ;WT;>150mm2;150;12;7;0;1f;;;;;;;;antiOX40;antiPD1;NA;NA;0;0;0;0;Q2Dx3;Q2Dx3;NA;NA;5;12,5;0;0;OX-86;G4;NA;NA;IP;IP;NA;NA;0
Messenheimer_2017;SyMM;MMTVPyMT;Breast cancer;OT;1;0,020539596;YOUNG;1;FVB/NJ;WT;>150mm2;150;12;7;0;4d;;;;;;;;antiOX40;antiPD1;NA;NA;0;6;0;0;Q2Dx3;Q2Dx3;NA;NA;5;12,5;0;0;OX-86;G4;NA;NA;IP;IP;NA;NA;1
Mittal_2014;SyMM;4T12;Breast cancer;OT;0,05;ND;YOUNG;1;BALB/c;WT;ND;100;5;18;0;2b;;;;;;;;Control;NA;NA;NA;0;0;0;0;NA;NA;NA;NA;0;0;0;0;;;;NA;;;;NA;NA
Mittal_2014;SyMM;4T12;Breast cancer;OT;0,05;ND;YOUNG;1;BALB/c;WT;ND;100;5;18;0;2b;;;;;;;;A2ARi;NA;NA;NA;0;0;0;0;Q3Dx4;NA;NA;NA;1;0;0;0;SCH58261;;;NA;IP;;;NA;1
Mittal_2014;SyMM;4T12;Breast cancer;OT;0,05;ND;YOUNG;1;BALB/c;WT;ND;100;5;18;0;2b;;;;;;;;antiPD1;NA;NA;NA;0;0;0;0;Q3Dx4;NA;NA;NA;12,5;0;0;0;RMP1-14;;;NA;IP;;;NA;1
Mittal_2014;SyMM;4T12;Breast cancer;OT;0,05;ND;YOUNG;1;BALB/c;WT;ND;100;5;18;0;2b;;;;;;;;A2ARi;antiPD1;NA;NA;0;0;0;0;Q3Dx4;Q3Dx4;NA;NA;1;12,5;0;0;SCH58261;RMP1-14;;NA;IP;IP;;NA;1
